CTE-0.12-0.005-2.1	SteerValue-0.12-0.005-2.1	CTE-0.12-0.003-2.1	SteerValue-0.12-0.003-2.1	CTE-0.12-0.002-2.1	SteerValue-0.12-0.002-2.1	CTE-0.12-0.009-1.8	SteerValue-0.12-0.009-1.8	CTE-0.12-0.005-1.8	SteerValue-0.12-0.005-1.8
0.1561	0.0380865	-0.0199	0.2245	0.1362	0.102839	0.2832	-0.041895	0.1648	0.043865
0.0741	0.105516	0.0807	-0.272284	0.0731	0.0770844	0.2326	0.020254	0.0925	0.0760185
-0.0123	0.125186	0.2686	-0.478968	0.1594	-0.24733	0.178	0.033116	0.0347	0.056681
0.0719	-0.243538	0.4068	-0.392402	0.3282	-0.441493	0.105	0.074471	-0.0276	0.072395
0.1893	-0.328292	0.4677	-0.238784	0.4412	-0.338755	0.0476	0.053041	-0.0621	0.0268055
0.3191	-0.371504	0.4294	-0.0271557	0.4854	-0.20055	-0.0128	0.065753	-0.019	-0.117952
0.4011	-0.282969	0.3513	0.0647424	0.4527	-0.0360414	-0.0043	-0.0592655	0.0443	-0.162129
0.3893	-0.08652	0.2254	0.179554	0.3376	0.150135	0.0334	-0.116517	0.099	-0.153708
0.3077	0.0683135	0.0939	0.206813	0.2102	0.190833	0.0799	-0.138336	0.1256	-0.106948
0.1539	0.23762	-0.037	0.221371	0.0879	0.194623	0.1074	-0.107973	0.1348	-0.077406
0.0445	0.157286	-0.0999	0.0864192	-0.005	0.144041	0.1211	-0.0853825	0.129	-0.050355
-0.0847	0.214793	0.0454	-0.368373	-0.0612	0.0738376	0.1217	-0.062483	0.111	-0.02679
-0.1427	0.0729465	0.34	-0.718275	0.1347	-0.47935	0.1106	-0.040644	0.066	0.02688
-0.037	-0.283322	0.5159	-0.491661	0.3895	-0.634395	0.0825	-0.0070845	0.0281	0.0185075
0.2019	-0.59272	0.6722	-0.471273	0.6194	-0.610932	0.0519	0.000828	-0.0094	0.0223345
0.4136	-0.563072	0.6915	-0.187964	0.7561	-0.433128	0.0091	0.0278785	-0.0948	0.119276
0.5396	-0.40092	0.6183	0.0132153	0.7759	-0.191566	-0.0259	0.018168	0.0724	-0.35583
0.5452	-0.151478	0.4889	0.145297	0.6939	0.0306666	-0.0843	0.0677175	0.1887	-0.279109
0.4474	0.075161	0.3702	0.13596	0.5471	0.183268	0.0827	-0.358456	0.2912	-0.268025
0.296	0.204409	0.3703	-0.114643	0.4023	0.19564	0.2278	-0.337587	0.3348	-0.168911
0.1639	0.178912	0.4216	-0.229584	0.3772	-0.0534726	0.3133	-0.242134	0.3281	-0.0792075
0.1556	-0.0808505	0.4565	-0.200701	0.404	-0.166487	0.3589	-0.17758	0.291	-0.0214905
0.1984	-0.194288	0.4561	-0.127891	0.4399	-0.190784	0.3425	-0.0657245	0.2146	0.0573445
0.2391	-0.195958	0.4055	-0.017616	0.4568	-0.153826	0.2937	-0.003017	0.1405	0.061394
0.2506	-0.137271	0.3285	0.0460785	0.437	-0.075254	0.2058	0.076882	0.0662	0.070339
0.2309	-0.0705415	0.2361	0.0887982	0.4002	-0.0359384	0.1246	0.073943	-0.0202	0.102588
0.1791	0.002189	0.1441	0.0985659	0.3359	0.0288558	0.0269	0.115233	-0.0803	0.0628615
0.1059	0.0553835	0.0636	0.0838851	0.2593	0.0633592	-0.0431	0.073988	-0.127	0.0449805
0.024	0.0833615	0.0015	0.0526926	0.181	0.0759632	-0.0997	0.0571585	-0.1604	0.0258505
-0.0543	0.085469	-0.0406	0.0158664	0.1109	0.0669334	-0.1434	0.0398995	-0.1861	0.016005
-0.1305	0.0908555	-0.0593	-0.0308517	0.0549	0.0439336	-0.1805	0.033374	-0.1967	-0.0089195
-0.1739	0.028053	0.2206	-0.692162	0.0171	0.0102154	-0.1996	0.004264	-0.196	-0.0283635
-0.1488	-0.118065	0.5356	-0.805278	0.157	-0.380057	-0.2022	-0.024113	-0.1877	-0.042101
0.1406	-0.708526	0.8033	-0.740482	0.5183	-0.889389	-0.1928	-0.045877	-0.1784	-0.044125
0.454	-0.798804	0.9566	-0.521508	0.718	-0.575429	-0.1809	-0.0509005	-0.1692	-0.044203
0.7076	-0.707194	0.9724	-0.237571	0.8771	-0.511015	-0.166	-0.0572585	0.1913	-0.72076
0.8385	-0.469424	0.8774	0.0038766	0.9136	-0.259763	-0.1613	-0.038656	-0.0551	0.401504
0.8283	-0.176032	0.7105	0.172763	0.833	-0.0058466	-0.0529	-0.238059	0.0567	-0.256956
0.7039	0.0751965	0.5166	0.251181	0.6853	0.151417	0.0726	-0.284262	0.1741	-0.281994
0.5137	0.233632	0.3346	0.247027	0.5093	0.230948	0.1739	-0.253728	0.2689	-0.254034
0.3059	0.293999	0.2673	0.0134316	0.3468	0.221405	0.2495	-0.217787	0.3092	-0.162317
0.1316	0.243907	0.2887	-0.176273	0.2748	0.039445	0.2663	-0.115295	0.294	-0.0620625
0.1022	-0.0573665	0.3213	-0.204668	0.3138	-0.198963	0.2388	-0.033449	0.2316	0.0292275
0.1406	-0.205057	0.3411	-0.181188	0.3721	-0.247233	0.1647	0.0584995	0.1617	0.050307
0.2024	-0.262625	0.331	-0.118179	0.4169	-0.225093	0.0867	0.074446	0.1943	-0.139077
0.2231	-0.179915	0.2902	-0.0496833	0.424	-0.147623	0.0543	-0.0040175	0.2741	-0.234983
0.2139	-0.11709	0.2244	0.0100395	0.3934	-0.0655674	0.1388	-0.225271	0.3527	-0.244019
0.1686	-0.0366875	0.2153	-0.108584	0.3326	0.0044834	0.2466	-0.281381	0.388	-0.172255
0.1032	0.0128545	0.4109	-0.563159	0.3013	-0.0543132	0.3093	-0.209271	0.3798	-0.0948695
0.1893	-0.316574	0.5094	-0.372597	0.4478	-0.446169	0.3365	-0.150317	0.3307	-0.017011
0.3344	-0.459558	0.6133	-0.398245	0.6189	-0.519599	0.3251	-0.081095	0.2503	0.0477255
0.4802	-0.480925	0.6359	-0.232135	0.7374	-0.424833	0.2689	0.0049445	0.1742	0.0482465
0.553	-0.339126	0.5868	-0.0774333	0.7645	-0.237674	0.2007	0.033725	0.0794	0.0928855
0.5291	-0.135833	0.48	0.0551127	0.7057	-0.0516398	0.1006	0.102654	-0.0092	0.0924035
0.4043	0.089011	0.3134	0.199744	0.5861	0.08922	-0.0028	0.121016	-0.0679	0.045967
0.2533	0.160885	0.1728	0.161498	0.4384	0.165077	-0.0764	0.07659	-0.0161	-0.159069
0.1017	0.179828	0.0399	0.161156	0.295	0.172665	0.0194	-0.239923	0.1834	-0.449786
-0.0288	0.151322	-0.0375	0.0540069	0.1718	0.144686	0.1833	-0.383087	0.3322	-0.378043
-0.1459	0.137964	-0.0834	-0.0063849	0.0775	0.0951566	0.3286	-0.368687	0.4362	-0.312064
-0.1991	0.011153	-0.1089	-0.0458382	0.0128	0.040735	0.4305	-0.304947	0.496	-0.24216
-0.2425	-0.0030065	-0.092	-0.13663	-0.0262	-0.0085026	0.4828	-0.224357	0.4847	-0.115247
-0.2499	-0.076469	0.1085	-0.546576	-0.0343	-0.072352	0.4834	-0.133786	0.4113	0.0032845
-0.0887	-0.449429	0.3297	-0.617579	0.1579	-0.516362	0.4209	-0.0148105	0.3216	0.0417805
0.194	-0.739473	0.5107	-0.556411	0.3922	-0.633672	0.3354	0.0351725	0.265	-0.0123325
0.3402	-0.472068	0.5457	-0.255648	0.5756	-0.549941	0.3078	-0.0672745	0.286	-0.155963
0.431	-0.368779	0.4541	0.0198417	0.661	-0.355711	0.3339	-0.168736	0.3179	-0.181
0.3982	-0.107274	0.3097	0.147121	0.62	-0.0865914	0.3558	-0.165583	0.3283	-0.145189
0.2603	0.128682	0.1217	0.260875	0.5008	0.090931	0.3461	-0.109269	0.3114	-0.0955785
0.0742	0.251863	-0.0435	0.23295	0.311	0.261345	0.3008	-0.0412575	0.2612	-0.0309205
-0.0425	0.12034	-0.1395	0.0995685	0.1204	0.285656	0.2424	-0.0118815	0.1852	0.0237135
-0.1766	0.173855	-0.1976	0.0275433	-0.0197	0.196458	0.1723	0.016729	0.1136	0.0238175
-0.2714	0.104058	-0.1591	-0.179459	-0.0838	0.0447172	0.0956	0.037335	0.0223	0.070122
-0.3062	-0.0162355	-0.0302	-0.384677	-0.0887	-0.0788374	-0.0022	0.087062	-0.0489	0.0427305
-0.1914	-0.343214	0.0606	-0.315745	0.0084	-0.304706	-0.0953	0.0902505	-0.1274	0.0659275
-0.0887	-0.329685	0.0969	-0.205941	0.1107	-0.328124	-0.1727	0.072142	-0.1934	0.0523145
-0.0169	-0.273326	0.0662	-0.0617559	0.1892	-0.287942	-0.2189	0.0226205	-0.2273	-0.000261
-0.0023	-0.154947	-0.028	0.0829821	0.1975	-0.141913	-0.0937	-0.300455	-0.0441	-0.412805
-0.0431	-0.0334955	-0.1553	0.168234	0.1557	-0.0319984	0.239	-0.715074	0.2104	-0.572737
-0.1356	0.0868525	-0.1522	-0.105521	0.0608	0.090778	0.4816	-0.584414	0.488	-0.650069
-0.1887	0.011428	-0.0559	-0.31263	-0.0931	0.233332	0.7309	-0.630045	0.6382	-0.441964
-0.0965	-0.304283	0.0212	-0.281625	0.0252	-0.352534	0.7941	-0.306619	0.7112	-0.31532
-0.0119	-0.298416	0.0606	-0.207365	0.1503	-0.382127	0.7697	-0.149859	0.6915	-0.149553
0.0454	-0.248189	0.0285	-0.0534486	0.2317	-0.300588	0.6531	0.026827	0.6195	-0.0498705
0.0266	-0.086256	-0.0622	0.080682	0.2223	-0.109225	0.5148	0.079909	0.5135	0.021482
-0.06	0.066816	-0.1597	0.107141	0.1329	0.0692374	0.3615	0.123498	0.3877	0.0702795
-0.1632	0.114876	-0.268	0.143621	0.0254	0.120097	0.2417	0.076365	0.2268	0.151633
-0.289	0.178877	-0.3404	0.0779403	-0.104	0.181823	0.2025	-0.0650235	0.1841	-0.056923
-0.3767	0.111275	-0.3957	0.0498534	-0.2073	0.139823	0.1831	-0.099251	0.1734	-0.114106
-0.4443	0.079398	-0.4181	-0.0152943	-0.2622	0.0452956	0.1575	-0.0858065	0.1604	-0.109208
-0.4705	-0.0020455	-0.4235	-0.0490758	-0.2914	-0.0045876	0.1272	-0.0743465	0.1362	-0.086825
-0.4672	-0.0620555	-0.4188	-0.0695934	-0.2917	-0.0646582	0.0878	-0.0536775	0.0999	-0.0611885
-0.4462	-0.0995145	-0.4141	-0.0689151	-0.2821	-0.086036	0.0267	-0.007419	0.0526	-0.0359755
-0.428	-0.0936785	-0.3435	-0.214747	-0.2757	-0.0795326	-0.0596	0.048595	-0.0345	0.046289
-0.349	-0.229093	-0.2362	-0.303984	-0.2714	-0.0750958	0.1636	-0.536107	-0.0939	0.0040265
-0.2358	-0.313318	-0.1541	-0.260454	-0.1964	-0.232173	0.3418	-0.4782	0.1041	-0.483574
-0.1515	-0.261987	-0.1198	-0.16383	-0.106	-0.275149	0.4986	-0.460989	0.3154	-0.534447
-0.118	-0.158737	-0.1467	-0.0316422	-0.0363	-0.23997	0.5508	-0.281727	0.4629	-0.439621
-0.1604	0.006543	-0.2332	0.104597	-0.0287	-0.110415	0.5094	-0.110826	0.5083	-0.263831
-0.2605	0.141028	-0.3457	0.173734	-0.0797	0.0189244	0.3871	0.0475345	0.4948	-0.158665
-0.3795	0.196895	-0.4308	0.127699	-0.1558	0.081078	0.2558	0.0782115	0.4384	-0.076869
-0.4628	0.134235	-0.4885	0.0785484	-0.2413	0.111561	0.0819	0.17535	0.3514	-0.013106
-0.5144	0.076429	-0.5217	0.0326475	-0.3315	0.132918	-0.0547	0.124876	0.2133	0.0943795
-0.533	0.012026	-0.4749	-0.139544	-0.3957	0.086813	-0.2032	0.165132	0.0914	0.0793905
-0.4487	-0.211936	-0.3325	-0.356394	-0.4218	0.0107786	-0.3029	0.09077	-0.0269	0.087241
-0.3176	-0.32436	-0.2206	-0.305111	-0.3649	-0.16962	-0.3813	0.0637445	-0.1383	0.0888805
-0.1906	-0.330037	-0.1536	-0.2184	-0.2481	-0.308929	-0.4377	0.033101	-0.2404	0.0855945
-0.1399	-0.175192	-0.1498	-0.0856863	-0.1403	-0.302685	-0.3199	-0.292995	-0.3311	0.077614
-0.1511	-0.0431025	-0.1996	0.0334485	-0.0625	-0.248896	-0.1357	-0.433941	-0.4113	0.0703945
-0.2287	0.106793	-0.3002	0.153101	-0.0719	-0.064504	0.1066	-0.56813	-0.2833	-0.318309
-0.3384	0.189059	-0.3953	0.154149	-0.132	0.049442	0.211	-0.333493	-0.1213	-0.398343
-0.4232	0.149061	-0.4746	0.131909	-0.2427	0.169471	0.2469	-0.215735	0.0445	-0.425301
-0.4786	0.096362	-0.5259	0.0808425	-0.3383	0.14991	0.1996	-0.0612975	0.1403	-0.311499
-0.5021	0.0347025	-0.5493	0.0267084	-0.4262	0.14514	0.0926	0.0585395	0.1593	-0.176335
-0.4888	-0.0417295	-0.5413	-0.0385677	-0.4718	0.062726	-0.0469	0.134014	0.1352	-0.096539
-0.4644	-0.0656455	-0.5153	-0.0779418	-0.4755	-0.023869	-0.1916	0.161696	0.081	-0.03626
-0.4199	-0.111096	-0.482	-0.0958218	-0.4438	-0.101125	-0.2968	0.104704	0.0063	0.0095725
-0.3853	-0.0925315	-0.4518	-0.0915804	-0.4111	-0.106327	-0.4004	0.116258	-0.1053	0.089911
-0.3615	-0.0709	-0.4314	-0.0721542	-0.3853	-0.0941626	-0.3986	-0.071685	-0.2002	0.07224
-0.3436	-0.05894	-0.4067	-0.0829281	-0.3717	-0.0694312	-0.3487	-0.162509	-0.2895	0.0743235
-0.2601	-0.205419	-0.3231	-0.215681	-0.3668	-0.0510156	-0.3064	-0.152373	-0.3867	0.102141
-0.1848	-0.196311	-0.2495	-0.202764	-0.3023	-0.183311	-0.2719	-0.141114	-0.3876	-0.069153
-0.1368	-0.144057	-0.202	-0.153048	-0.2523	-0.158356	-0.262	-0.096712	-0.3472	-0.146605
-0.1277	-0.062821	-0.2069	-0.0417996	-0.2121	-0.142176	-0.2722	-0.057947	-0.3135	-0.137022
-0.1539	0.0152225	-0.2487	0.0414525	-0.2054	-0.0722194	-0.3051	-0.0116135	-0.2863	-0.127154
-0.2043	0.073112	-0.3268	0.128035	-0.2324	0.0022554	-0.2672	-0.142265	-0.2801	-0.0886975
-0.2753	0.126269	-0.4068	0.142845	-0.2939	0.0826732	-0.1493	-0.299667	-0.2975	-0.042642
-0.3265	0.092465	-0.4545	0.0821028	-0.3658	0.113873	-0.0535	-0.271115	-0.3247	-0.0201145
-0.361	0.06334	-0.4744	0.027534	-0.4073	0.0558274	-0.0136	-0.175215	-0.2729	-0.167166
-0.3638	-0.001075	-0.4681	-0.0268377	-0.4414	0.0452622	-0.0149	-0.100825	-0.1512	-0.306834
-0.3458	-0.045186	-0.4371	-0.0811164	-0.4584	0.012309	-0.0624	-0.011653	-0.0333	-0.313976
-0.3136	-0.077302	-0.4027	-0.0911763	-0.4556	-0.0286958	-0.1239	0.0215465	0.0128	-0.190332
-0.2772	-0.089104	-0.3709	-0.0884196	-0.4364	-0.064567	-0.2138	0.0845235	-0.0045	-0.074113
-0.2397	-0.0947155	-0.3491	-0.0689883	-0.4138	-0.0735914	-0.2888	0.0681475	-0.072	0.024707
-0.2198	-0.0590445	-0.3398	-0.0428349	-0.3935	-0.0704104	-0.3577	0.067224	-0.1916	0.133797
-0.215	-0.0268355	-0.3456	-0.0093921	-0.3796	-0.0578792	-0.4186	0.062225	-0.3017	0.131417
-0.2247	0.005902	-0.3603	0.0121428	-0.38	-0.0270412	-0.4813	0.0753955	-0.4121	0.147266
-0.2456	0.033158	-0.3822	0.0310374	-0.3909	-0.0029014	-0.527	0.0529145	-0.4761	0.0738065
-0.2652	0.034106	-0.3988	0.0230958	-0.4077	0.01232	-0.5528	0.0229545	-0.5085	0.023357
-0.2809	0.0292045	-0.4097	0.0136629	-0.4264	0.0194068	-0.5597	-0.007439	-0.5143	-0.0212555
-0.284	0.0045365	-0.4098	-0.0077757	-0.4482	0.0294292	-0.5127	-0.107535	-0.5008	-0.0551115
-0.3142	0.0666415	-0.4164	0.0079155	-0.4557	0.0012106	-0.3726	-0.290065	-0.4544	-0.117628
-0.5647	0.562155	-0.6131	0.432569	-0.4551	-0.0149612	-0.2647	-0.243729	-0.2844	-0.359086
0.1949	-1.65118	-0.2072	-0.880978	-0.6637	0.450718	-0.185	-0.201608	-0.1455	-0.319046
0.3122	-0.317988	0.1626	-0.850031	-0.3794	-0.617729	-0.1357	-0.152125	-0.0667	-0.219989
0.6098	-0.735379	0.4859	-0.792635	0.1027	-1.09117	-0.1133	-0.105827	-0.0272	-0.153853
0.8734	-0.699978	0.6999	-0.590885	0.3509	-0.630462	-0.1236	-0.045113	-0.0521	-0.034684
1.0657	-0.578653	0.8113	-0.391227	0.5501	-0.552566	-0.1659	0.0183925	-0.1198	0.051079
1.0694	-0.188384	0.7745	-0.0779142	0.6541	-0.366435	-0.2304	0.0672445	-0.2143	0.11173
0.9382	0.105959	0.6135	0.200385	0.637	-0.111347	-0.287	0.0612515	-0.3329	0.171007
0.6867	0.385336	0.4363	0.25436	0.5402	0.066559	-0.3395	0.061869	-0.4147	0.116657
0.4651	0.346812	0.2362	0.325754	0.3976	0.179056	-0.381	0.048954	-0.4468	0.0332825
0.254	0.348824	0.0905	0.228726	0.2177	0.278538	-0.3265	-0.128753	-0.3424	-0.223234
0.1356	0.167684	0.0239	0.0705366	0.0695	0.229613	-0.2421	-0.191491	-0.2278	-0.254207
0.1106	-0.026009	0.0238	-0.0691728	-0.0152	0.106458	-0.1686	-0.179848	-0.1349	-0.22562
0.1402	-0.144922	0.0598	-0.149482	-0.034	-0.0296082	-0.131	-0.119085	-0.0838	-0.156093
0.1817	-0.1758	0.1016	-0.166983	-0.0113	-0.11946	-0.1155	-0.0805875	-0.0818	-0.067544
0.2112	-0.155196	0.1225	-0.125969	0.0206	-0.142649	-0.1228	-0.0380575	-0.1218	0.013465
0.2153	-0.103425	0.1146	-0.0648843	0.05	-0.141027	-0.1527	0.006974	-0.1866	0.066814
0.1904	-0.040489	0.0756	0.0048789	0.0562	-0.0931632	-0.1874	0.020715	-0.2747	0.120699
0.1467	0.0035015	0.0139	0.0599112	0.042	-0.0487032	-0.235	0.050822	-0.3417	0.092468
0.0796	0.0602955	-0.0525	0.0779067	0.0029	0.008273	-0.2725	0.0385045	-0.3881	0.0628965
0.0095	0.07496	-0.0995	0.0431052	-0.0509	0.0457008	-0.3117	0.047827	-0.4125	0.028287
-0.051	0.062315	-0.1374	0.0289554	-0.0966	0.034368	-0.3356	0.024833	-0.412	-0.014533
-0.0916	0.025855	-0.1546	-0.0119868	-0.1432	0.0421364	-0.3537	0.0183335	-0.3957	-0.0429505
-0.1085	-0.0213445	-0.1611	-0.0331935	-0.177	0.0196664	-0.3596	-0.0011205	-0.3625	-0.075542
-0.1132	-0.0458345	-0.1607	-0.0472494	-0.1958	-0.009186	-0.3586	-0.0118675	-0.3117	-0.11176
-0.1121	-0.057586	-0.1591	-0.0494841	-0.2014	-0.0358312	-0.3496	-0.0255995	-0.1868	-0.259194
-0.1135	-0.0516005	-0.1607	-0.04209	-0.2002	-0.0498548	-0.3205	-0.063669	-0.076	-0.24673
-0.1205	-0.038398	-0.1689	-0.0267393	-0.1989	-0.049823	-0.2254	-0.192754	-0.002	-0.18936
-0.1333	-0.0240155	-0.1813	-0.0158874	-0.2033	-0.0369184	-0.1145	-0.233929	0.0189	-0.096382
-0.1509	-0.011069	-0.2008	0.001965	-0.2126	-0.0250872	-0.0445	-0.168487	-0.0178	0.011791
-0.1761	0.0087955	-0.2187	0.0014091	-0.2265	-0.0133062	0.0085	-0.144289	-0.0884	0.081725
-0.1979	0.005261	-0.2356	0.0020439	-0.251	0.0123958	0.0062	-0.0445045	-0.1719	0.115824
-0.217	0.002968	-0.2521	0.0039402	-0.2659	-0.0054444	-0.0336	0.0279395	-0.2496	0.115956
-0.2348	0.003548	-0.2621	-0.0077235	-0.2876	0.0120148	-0.0824	0.0504075	-0.3093	0.092267
-0.2436	-0.013078	-0.2688	-0.0130431	-0.2997	-0.0060938	-0.1484	0.0900295	-0.3437	0.0525735
-0.2517	-0.0123175	-0.271	-0.0214161	-0.3061	-0.0166836	-0.1984	0.0682215	-0.3518	0.0079645
-0.2561	-0.018279	-0.2702	-0.0270015	-0.3112	-0.0181792	-0.2392	0.0577535	-0.3308	-0.0452815
-0.2575	-0.0231235	-0.2685	-0.02829	-0.3134	-0.0233784	-0.2697	0.044222	-0.2872	-0.0897575
-0.2584	-0.0227735	-0.268	-0.025026	-0.3143	-0.0253718	-0.2927	0.0349455	-0.2353	-0.109749
-0.2594	-0.0211465	-0.2697	-0.0193929	-0.3152	-0.0246334	-0.2991	0.007329	-0.2007	-0.0817575
-0.2606	-0.0192795	-0.2731	-0.0145956	-0.3169	-0.0221156	-0.2928	-0.014823	-0.182	-0.0544715
-0.2629	-0.015379	-0.2795	-0.0066891	-0.3199	-0.0183858	-0.2789	-0.0287765	-0.1795	-0.024714
-0.2654	-0.013332	-0.2856	-0.0057303	-0.326	-0.0104918	-0.2552	-0.0479845	-0.1897	0.0003185
-0.2683	-0.0108025	-0.2894	-0.0092361	-0.3312	-0.0110954	-0.2339	-0.045051	-0.2086	0.0192895
-0.2706	-0.0104335	-0.2912	-0.0123465	-0.3357	-0.011354	-0.2134	-0.045004	-0.2352	0.0375175
-0.2714	-0.0121305	-0.291	-0.0156975	-0.3393	-0.0121334	-0.1909	-0.0503495	-0.3152	0.144813
-0.2703	-0.014901	-0.2891	-0.0186282	-0.3421	-0.0127932	-0.1763	-0.037	-0.5362	0.427814
-0.2673	-0.0179145	-0.2862	-0.0202176	-0.3429	-0.0162114	-0.1658	-0.030051	0.2068	-1
-0.2639	-0.017843	-0.2814	-0.0239394	-0.3428	-0.0174278	-0.158	-0.025337	0.2664	-0.175944
-0.2591	-0.0200635	-0.2781	-0.0203511	-0.3416	-0.0191986	-0.1549	-0.0164745	0.5513	-0.618428
-0.255	-0.0178105	-0.2751	-0.0192558	-0.3401	-0.0193284	-0.2527	0.178145	0.7713	-0.531864
-0.2501	-0.018828	-0.273	-0.0167988	-0.3382	-0.01972	0.5167	-1	0.9516	-0.486799
-0.2454	-0.017745	-0.2722	-0.0133482	-0.3368	-0.0181644	0.2468	0.424168	1.0841	-0.422079
-0.241	-0.016438	-0.2716	-0.0121854	-0.3355	-0.0174394	0.2789	-0.124679	1.1121	-0.2429
-0.2374	-0.014003	-0.2704	-0.0127782	-0.3345	-0.0162604	0.4338	-0.366476	1.0171	-0.015185
-0.2331	-0.0148235	-0.2681	-0.0145599	-0.3339	-0.0148246	0.638	-0.48291	0.8119	0.203739
-0.2281	-0.015753	-0.2643	-0.017373	-0.3332	-0.0144522	0.7623	-0.357817	0.5975	0.24304
-0.2213	-0.0192425	-0.2601	-0.0179367	-0.3323	-0.0143156	0.8355	-0.278799	0.3552	0.32056
-0.217	-0.0134235	-0.2546	-0.0205629	-0.3304	-0.0159828	0.8256	-0.132159	0.1963	0.188527
-0.2093	-0.020441	-0.2487	-0.0213648	-0.3276	-0.0175536	0.7676	-0.042457	0.0421	0.19836
-0.2031	-0.0170195	-0.2553	0.0064431	-0.3239	-0.0192398	0.6539	0.0681775	0.0508	-0.096158
-0.1956	-0.0196715	-0.4308	0.383485	-0.3198	-0.0199322	0.5428	0.0741155	0.1113	-0.197215
-0.1927	-0.009396	-0.6063	0.406364	-0.3207	-0.0086828	0.399	0.148236	0.2218	-0.301584
-0.3276	0.29781	-0.0755	-1.14034	-0.409	0.186271	0.2625	0.150164	0.2842	-0.223913
-0.722	0.893698	0.1833	-0.600741	-0.7605	0.782692	0.149	0.121639	0.2878	-0.119944
-0.0518	-1.42213	0.4272	-0.600001	-0.227	-1.13937	0.067	0.074444	0.2376	-0.0182675
0.2158	-0.609858	0.6511	-0.586822	-0.0168	-0.485634	0.0242	0.008899	0.1583	0.042837
0.4955	-0.67131	0.7327	-0.299982	0.2458	-0.627678	-0.0021	-0.0176345	0.0408	0.125493
0.7482	-0.648674	0.6595	0.0319035	0.437	-0.501556	-0.0209	-0.028774	-0.0752	0.137089
0.9183	-0.500218	0.4771	0.28168	0.4882	-0.214676	-0.0307	-0.0436445	-0.1734	0.1177
0.9766	-0.277317	0.255	0.390937	0.4229	0.036964	-0.0361	-0.050736	-0.2093	0.0109145
0.9154	-0.0236	0.1029	0.26188	0.3292	0.10719	-0.0402	-0.052383	-0.214	-0.0436115
0.786	0.131218	0.0049	0.160016	0.1711	0.261059	-0.0463	-0.0478195	-0.198	-0.0818015
0.5964	0.277408	-0.0088	-0.0153438	0.0058	0.296004	-0.0586	-0.0348905	-0.175	-0.0962865
0.4213	0.265864	0.0332	-0.137453	-0.0788	0.136843	-0.0766	-0.0220875	-0.1496	-0.102907
0.2841	0.201317	0.1106	-0.221413	-0.0848	-0.027327	-0.0948	-0.0190695	-0.1448	-0.0656785
0.2446	-0.000336	0.1877	-0.230598	-0.0134	-0.198408	-0.1204	-0.0020755	-0.1599	-0.027247
0.2533	-0.103866	0.2131	-0.125716	0.0542	-0.198649	-0.1481	0.005769	-0.1876	-0.000305
0.2884	-0.16496	0.1777	0.0056793	0.1457	-0.26011	-0.1698	-0.001578	-0.2229	0.0187255
0.3307	-0.18681	0.0858	0.1351	0.1707	-0.123801	-0.1896	-0.001674	-0.2747	0.056015
0.3405	-0.121438	-0.0062	0.146368	0.1361	0.0052384	-0.2075	-0.0019085	-0.3076	0.027481
0.3241	-0.066071	-0.129	0.226171	0.0516	0.120065	-0.2233	-0.002676	-0.336	0.024469
0.2702	0.017796	0.0036	-0.326091	-0.0438	0.154491	-0.24	0.002148	-0.3422	-0.013036
0.1789	0.106398	0.1266	-0.321071	-0.1253	0.135331	-0.2529	-0.0018795	-0.3379	-0.0307625
0.0978	0.0942205	0.2234	-0.278337	-0.0654	-0.168666	-0.2613	-0.007665	-0.325	-0.0461655
0.1013	-0.084366	0.2675	-0.173762	0.0758	-0.356491	-0.2651	-0.0141635	-0.3125	-0.045383
0.1592	-0.20635	0.2242	0.0143016	0.185	-0.302765	-0.2655	-0.018908	-0.3024	-0.040763
0.2461	-0.278908	0.1426	0.104096	0.2522	-0.223134	-0.2631	-0.0229205	-0.2966	-0.032236
0.3179	-0.257404	0.0446	0.150162	0.2355	-0.0454108	-0.2604	-0.0224825	-0.2953	-0.0228155
0.3286	-0.132021	-0.0612	0.179422	0.1502	0.108585	-0.2575	-0.021903	-0.2994	-0.0111065
0.2706	0.017856	-0.1342	0.119704	0.0322	0.19135	-0.2548	-0.020593	-0.3055	-0.005247
0.1637	0.132556	-0.1583	0.0203811	-0.0754	0.182573	-0.2517	-0.0204265	-0.312	-0.002187
0.0435	0.174692	-0.1457	-0.0577638	-0.1431	0.107193	-0.2492	-0.0184005	-0.3175	-0.0017395
-0.044	0.116742	-0.0954	-0.142684	-0.1578	-0.002027	-0.2477	-0.015542	-0.3213	-0.002737
-0.1102	0.080507	0.0664	-0.396449	-0.1188	-0.119239	-0.2464	-0.014106	-0.3206	-0.009318
-0.1335	-0.0061195	0.2135	-0.383871	-0.0174	-0.262413	-0.245	-0.013229	-0.3162	-0.014925
-0.1253	-0.072627	0.3205	-0.313463	0.1794	-0.486727	-0.243	-0.013334	-0.307	-0.023134
-0.0362	-0.253028	0.3243	-0.0981717	0.346	-0.443991	-0.2403	-0.0137165	-0.295	-0.028139
0.141	-0.460007	0.2326	0.112684	0.3763	-0.16215	-0.2375	-0.013045	-0.2845	-0.0252765
0.2732	-0.382737	0.0829	0.2522	0.3178	0.0307144	-0.2341	-0.0133625	-0.2732	-0.0267065
0.2996	-0.165223	-0.0608	0.257026	0.2118	0.142761	-0.2301	-0.013772	-0.2654	-0.0200155
