CTE-0.12-0.005-2.1	SteerValue-0.12-0.005-2.1	CTE-0.12-0.003-2.1	SteerValue-0.12-0.003-2.1	CTE-0.12-0.002-2.1	SteerValue-0.12-0.002-2.1
0.1817	-0.1758	0.1016	-0.166983	-0.0113	-0.11946
0.2112	-0.155196	0.1225	-0.125969	0.0206	-0.142649
0.2153	-0.103425	0.1146	-0.0648843	0.05	-0.141027
0.1904	-0.040489	0.0756	0.0048789	0.0562	-0.0931632
0.1467	0.0035015	0.0139	0.0599112	0.042	-0.0487032
0.0796	0.0602955	-0.0525	0.0779067	0.0029	0.008273
0.0095	0.07496	-0.0995	0.0431052	-0.0509	0.0457008
-0.051	0.062315	-0.1374	0.0289554	-0.0966	0.034368
-0.0916	0.025855	-0.1546	-0.0119868	-0.1432	0.0421364
-0.1085	-0.0213445	-0.1611	-0.0331935	-0.177	0.0196664
-0.1132	-0.0458345	-0.1607	-0.0472494	-0.1958	-0.009186
-0.1121	-0.057586	-0.1591	-0.0494841	-0.2014	-0.0358312
-0.1135	-0.0516005	-0.1607	-0.04209	-0.2002	-0.0498548
-0.1205	-0.038398	-0.1689	-0.0267393	-0.1989	-0.049823
-0.1333	-0.0240155	-0.1813	-0.0158874	-0.2033	-0.0369184
-0.1509	-0.011069	-0.2008	0.001965	-0.2126	-0.0250872
-0.1761	0.0087955	-0.2187	0.0014091	-0.2265	-0.0133062
-0.1979	0.005261	-0.2356	0.0020439	-0.251	0.0123958
-0.217	0.002968	-0.2521	0.0039402	-0.2659	-0.0054444
-0.2348	0.003548	-0.2621	-0.0077235	-0.2876	0.0120148
-0.2436	-0.013078	-0.2688	-0.0130431	-0.2997	-0.0060938
-0.2517	-0.0123175	-0.271	-0.0214161	-0.3061	-0.0166836
-0.2561	-0.018279	-0.2702	-0.0270015	-0.3112	-0.0181792
-0.2575	-0.0231235	-0.2685	-0.02829	-0.3134	-0.0233784
-0.2584	-0.0227735	-0.268	-0.025026	-0.3143	-0.0253718
-0.2594	-0.0211465	-0.2697	-0.0193929	-0.3152	-0.0246334
-0.2606	-0.0192795	-0.2731	-0.0145956	-0.3169	-0.0221156
-0.2629	-0.015379	-0.2795	-0.0066891	-0.3199	-0.0183858
-0.2654	-0.013332	-0.2856	-0.0057303	-0.326	-0.0104918
-0.2683	-0.0108025	-0.2894	-0.0092361	-0.3312	-0.0110954
-0.2706	-0.0104335	-0.2912	-0.0123465	-0.3357	-0.011354
-0.2714	-0.0121305	-0.291	-0.0156975	-0.3393	-0.0121334
-0.2703	-0.014901	-0.2891	-0.0186282	-0.3421	-0.0127932
-0.2673	-0.0179145	-0.2862	-0.0202176	-0.3429	-0.0162114
-0.2639	-0.017843	-0.2814	-0.0239394	-0.3428	-0.0174278
-0.2591	-0.0200635	-0.2781	-0.0203511	-0.3416	-0.0191986
-0.255	-0.0178105	-0.2751	-0.0192558	-0.3401	-0.0193284
-0.2501	-0.018828	-0.273	-0.0167988	-0.3382	-0.01972
-0.2454	-0.017745	-0.2722	-0.0133482	-0.3368	-0.0181644
-0.241	-0.016438	-0.2716	-0.0121854	-0.3355	-0.0174394
-0.2374	-0.014003	-0.2704	-0.0127782	-0.3345	-0.0162604
-0.2331	-0.0148235	-0.2681	-0.0145599	-0.3339	-0.0148246
-0.2281	-0.015753	-0.2643	-0.017373	-0.3332	-0.0144522
-0.2213	-0.0192425	-0.2601	-0.0179367	-0.3323	-0.0143156
-0.217	-0.0134235	-0.2546	-0.0205629	-0.3304	-0.0159828
-0.2093	-0.020441	-0.2487	-0.0213648	-0.3276	-0.0175536
-0.2031	-0.0170195	-0.2553	0.0064431	-0.3239	-0.0192398
-0.1956	-0.0196715	-0.4308	0.383485	-0.3198	-0.0199322
-0.1927	-0.009396	-0.6063	0.406364	-0.3207	-0.0086828
-0.3276	0.29781	-0.0755	-1.14034	-0.409	0.186271
-0.722	0.893698	0.1833	-0.600741	-0.7605	0.782692
-0.0518	-1.42213	0.4272	-0.600001	-0.227	-1.13937
0.2158	-0.609858	0.6511	-0.586822	-0.0168	-0.485634
0.4955	-0.67131	0.7327	-0.299982	0.2458	-0.627678
0.7482	-0.648674	0.6595	0.0319035	0.437	-0.501556
0.9183	-0.500218	0.4771	0.28168	0.4882	-0.214676
0.9766	-0.277317	0.255	0.390937	0.4229	0.036964
0.9154	-0.0236	0.1029	0.26188	0.3292	0.10719
0.786	0.131218	0.0049	0.160016	0.1711	0.261059
0.5964	0.277408	-0.0088	-0.0153438	0.0058	0.296004
0.4213	0.265864	0.0332	-0.137453	-0.0788	0.136843
0.2841	0.201317	0.1106	-0.221413	-0.0848	-0.027327
0.2446	-0.000336	0.1877	-0.230598	-0.0134	-0.198408
0.2533	-0.103866	0.2131	-0.125716	0.0542	-0.198649
0.2884	-0.16496	0.1777	0.0056793	0.1457	-0.26011
0.3307	-0.18681	0.0858	0.1351	0.1707	-0.123801
0.3405	-0.121438	-0.0062	0.146368	0.1361	0.0052384
0.3241	-0.066071	-0.129	0.226171	0.0516	0.120065
0.2702	0.017796	0.0036	-0.326091	-0.0438	0.154491
0.1789	0.106398	0.1266	-0.321071	-0.1253	0.135331
0.0978	0.0942205	0.2234	-0.278337	-0.0654	-0.168666
0.1013	-0.084366	0.2675	-0.173762	0.0758	-0.356491
0.1592	-0.20635	0.2242	0.0143016	0.185	-0.302765
0.2461	-0.278908	0.1426	0.104096	0.2522	-0.223134
0.3179	-0.257404	0.0446	0.150162	0.2355	-0.0454108
0.3286	-0.132021	-0.0612	0.179422	0.1502	0.108585
0.2706	0.017856	-0.1342	0.119704	0.0322	0.19135
0.1637	0.132556	-0.1583	0.0203811	-0.0754	0.182573
0.0435	0.174692	-0.1457	-0.0577638	-0.1431	0.107193
-0.044	0.116742	-0.0954	-0.142684	-0.1578	-0.002027
-0.1102	0.080507	0.0664	-0.396449	-0.1188	-0.119239
-0.1335	-0.0061195	0.2135	-0.383871	-0.0174	-0.262413
-0.1253	-0.072627	0.3205	-0.313463	0.1794	-0.486727
-0.0362	-0.253028	0.3243	-0.0981717	0.346	-0.443991
0.141	-0.460007	0.2326	0.112684	0.3763	-0.16215
0.2732	-0.382737	0.0829	0.2522	0.3178	0.0307144
0.2996	-0.165223	-0.0608	0.257026	0.2118	0.142761
0.2161	0.0745065	-0.1518	0.157732	0.0944	0.1806
0.0644	0.235609	-0.1732	0.0146592	-0.0298	0.209844
-0.0947	0.270714	-0.1262	-0.134242	-0.1028	0.111289
-0.2217	0.219653	-0.069	-0.162319	-0.1399	0.040631
-0.2544	0.0268185	0.1026	-0.423459	-0.1346	-0.0487758
-0.2308	-0.0930895	0.1822	-0.240358	-0.1074	-0.097815
-0.172	-0.173205	0.3047	-0.346062	-0.0749	-0.112695
-0.1167	-0.171908	0.3682	-0.230886	0.1127	-0.461143
0.0612	-0.451022	0.3625	-0.0859698	0.2796	-0.43826
0.2414	-0.478683	0.277	0.0910392	0.3887	-0.330749
0.3172	-0.270125	0.197	0.0884982	0.3762	-0.0746416
0.2907	-0.0535685	0.3427	-0.403984	0.2614	0.153442
0.1695	0.158998	0.5503	-0.560537	0.1799	0.0929318
0.0847	0.0923105	0.7227	-0.509473	0.3337	-0.420322
0.2151	-0.376333	0.7275	-0.160271	0.5229	-0.518411
0.3988	-0.512301	0.5994	0.132392	0.6744	-0.45877
0.5546	-0.47518	0.4399	0.216153	0.6803	-0.155079
0.5379	-0.113616	0.2587	0.282691	0.6022	0.0294888
0.4056	0.142993	0.2001	0.0316623	0.4523	0.197352
0.2505	0.208232	0.4733	-0.699322	0.3162	0.184072
0.0788	0.263302	0.8291	-0.917965	0.2566	0.0300606
0.1409	-0.235834	1.0656	-0.699012	0.5678	-0.787099
0.4291	-0.747374	1.1394	-0.369616	0.7612	-0.564449
0.7364	-0.828042	1.1344	-0.206939	0.9979	-0.685779
0.8759	-0.496781	1.3153	-0.622983	1.1029	-0.424015
0.8278	-0.101188	1.5101	-0.680079	1.0896	-0.176168
0.8795	-0.32137	1.5957	-0.465818	1.2426	-0.546243
1.1273	-0.768552	1.5064	-0.0923316	1.4995	-0.79826
1.2688	-0.568646	1.309	0.154439	1.5941	-0.471971
1.2591	-0.256258	1.0372	0.340184	1.5292	-0.132291
1.108	0.053274	0.8592	0.161986	1.3332	0.163873
0.8839	0.229047	0.7285	0.0761547	1.084	0.303329
0.6537	0.266212	0.8756	-0.527504	0.857	0.282235
0.4677	0.193374	1.0971	-0.713615	0.7366	0.0713494
0.5762	-0.440977	1.2672	-0.629889	0.8809	-0.503598
0.8109	-0.738216	1.2755	-0.294932	1.1756	-0.857154
1.0202	-0.715093	1.1771	-0.0625848	1.3665	-0.664815
1.0609	-0.371221	1.0511	0.0073419	1.4203	-0.386201
0.9706	-0.0901385	0.9094	0.0545877	1.3082	-0.0269756
0.7937	0.108981	0.8048	-0.0131847	1.126	0.139846
0.5718	0.22725	0.8799	-0.402206	0.9755	0.0893854
0.5839	-0.268521	0.9676	-0.442093	1.0455	-0.384156
0.6749	-0.448506	0.9994	-0.331517	1.1248	-0.415451
0.729	-0.381153	0.9336	-0.121462	1.1604	-0.330274
0.7168	-0.244043	0.8029	0.0281031	1.113	-0.152512
0.6333	-0.0874595	0.6386	0.116463	1.0008	-0.0049696
0.4952	0.0412965	0.4748	0.133645	0.8579	0.0749326
0.3039	0.174453	0.3341	0.101017	0.7133	0.094428
0.1712	0.066461	0.2563	-0.0225063	0.6035	0.033317
0.062	0.029905	0.3699	-0.439188	0.4902	0.0532826
0.0137	-0.0922575	0.5398	-0.579425	0.513	-0.236289
0.1626	-0.525058	0.6545	-0.479233	0.6989	-0.602505
0.3076	-0.535806	0.6644	-0.262334	0.8	-0.438157
0.3648	-0.360114	0.5894	-0.0768123	0.8264	-0.286108
0.3321	-0.169061	0.4632	0.0444621	0.7693	-0.105445
0.2184	0.013591	0.3214	0.0932739	0.6517	0.034414
0.0652	0.114599	0.2089	0.0446172	0.512	0.096564
-0.0865	0.130086	0.0711	0.11407	0.3775	0.101029
-0.1964	0.0564755	0.012	-0.0441441	0.2616	0.0753538
-0.3046	0.0674125	-0.0501	-0.0302418	0.1962	-0.0232406
-0.3651	-0.023672	-0.0874	-0.0775836	0.1353	-0.0256532
-0.3981	-0.0754715	-0.1215	-0.0798471	0.1127	-0.103597
-0.4282	-0.0758085	-0.1618	-0.0615057	0.0769	-0.0717344
-0.4603	-0.065455	-0.2218	-0.0122703	0.0364	-0.0570772
-0.5007	-0.0406735	-0.2924	0.0193389	-0.0245	-0.0068802
-0.5483	-0.0171	-0.3528	0.0062253	-0.083	-0.0047342
-0.601	0.002939	-0.4204	0.0307185	-0.1551	0.032788
-0.6664	0.040789	-0.4728	0.0065049	-0.2141	0.0127862
-0.7192	0.024261	-0.518	-0.0016371	-0.2784	0.032189
-0.7744	0.039797	0.4594	-2.26776	-0.326	0.003483
0.8132	-3.60466	-0.3626	1.6107	0.3701	-1.64256
-0.6698	3.02491	-0.2881	-0.280021	-0.234	1.16082
-0.5954	-0.251583	-0.2488	-0.210071	-0.1692	-0.251307
-0.5324	-0.232541	-0.2295	-0.169698	-0.1185	-0.227544
-0.4815	-0.210831	-0.2346	-0.117143	-0.0773	-0.212383
-0.465	-0.138246	-0.2725	-0.042897	-0.0847	-0.109266
-0.478	-0.0723465	-0.323	-0.009408	-0.1346	-0.0137586
-0.5133	-0.018714	-0.3807	0.0137781	-0.1972	0.0208178
-0.5721	0.0405525	-0.4528	0.0540285	-0.2654	0.0412926
-0.6268	0.0416405	-0.5112	0.0338001	-0.3431	0.0712528
-0.6775	0.042712	-0.5716	0.0469629	-0.4117	0.0611982
-0.7361	0.0700145	-0.6134	0.0147591	-0.4487	0.0001756
-0.7682	0.0220575	-0.6467	0.0028452	-0.4845	0.0029206
-0.7887	0.004101	-0.6777	0.0037683	-0.5196	0.0067018
-0.7999	-0.0100855	-0.6986	-0.0128379	-0.545	-0.0095302
-0.8065	-0.014921	-0.7158	-0.0163965	-0.5662	-0.0146738
-0.8088	-0.019631	-0.7305	-0.017691	-0.5845	-0.0173988
-0.8094	-0.019082	-0.7468	-0.0101346	-0.6014	-0.017108
-0.8091	-0.0169625	-0.7599	-0.0130029	-0.6208	-0.0082884
-0.8084	-0.0138445	-0.772	-0.0113349	-0.6334	-0.0197896
-0.8075	-0.010335	-0.7852	-0.0050853	-0.6481	-0.0123194
-0.8063	-0.0070775	-0.795	-0.0086643	-0.668	0.0023246
-0.8029	-0.008091	-0.8032	-0.0086307	-0.6789	-0.0139096
-0.7998	-0.003834	-0.8097	-0.0089916	-0.6904	-0.0098888
-0.7946	-0.004895	-0.8146	-0.0093198	-0.7021	-0.0066606
-0.7875	-0.0057995	-0.8179	-0.0098301	-0.7105	-0.0111616
-0.7783	-0.007422	-0.8197	-0.010305	-0.7184	-0.0098268
-0.7668	-0.009798	-0.8196	-0.0118482	-0.7225	-0.0158698
-0.7503	-0.0185265	-0.818	-0.0127362	-0.7263	-0.0145912
-0.7345	-0.01528	-0.8073	-0.0307083	-0.7288	-0.0155636
-0.7215	-0.0073525	-0.7942	-0.0349377	-0.7297	-0.0173562
-0.6975	-0.029845	-0.7818	-0.0326103	-0.7214	-0.0362294
-0.6645	-0.0493825	-0.7718	-0.0264549	-0.7131	-0.0357992
-0.6374	-0.0370575	-0.7631	-0.0224796	-0.7065	-0.0316082
-0.6145	-0.027913	-0.7581	-0.0130353	-0.7027	-0.0247788
-0.5956	-0.018803	-0.7544	-0.0084861	-0.7017	-0.0176154
-0.5793	-0.0124025	-0.7509	-0.0062334	-0.7026	-0.0121122
-0.5645	-0.008206	-0.7463	-0.0068565	-0.705	-0.0072642
-0.5467	-0.0139085	-0.7402	-0.0085179	-0.7068	-0.0068946
-0.5308	-0.0091725	-0.7323	-0.011049	-0.7074	-0.0079278
-0.5142	-0.0100635	-0.7226	-0.0138252	-0.7064	-0.009995
-0.5001	-0.004005	-0.7113	-0.0164073	-0.7037	-0.0124816
-0.4771	-0.0230695	-0.6988	-0.0183309	-0.6982	-0.0176252
-0.4557	-0.019999	-0.6855	-0.0195504	-0.6921	-0.018233
-0.434	-0.021063	-0.6719	-0.0197967	-0.6853	-0.0191484
-0.4124	-0.021383	-0.6582	-0.0196761	-0.6782	-0.019274
-0.3912	-0.021131	-0.6447	-0.018942	-0.6711	-0.0187838
-0.3704	-0.020935	-0.6315	-0.0180015	-0.6641	-0.0180856
-0.3502	-0.020348	-0.6186	-0.0170637	-0.6572	-0.0173892
-0.3307	-0.0195645	-0.6058	-0.0165723	-0.6505	-0.0164722
-0.3117	-0.019236	-0.6448	0.0988221	-0.6439	-0.0157664
-0.2958	-0.013155	-0.7206	0.18736	-0.6634	0.0427104
-0.3295	0.0966965	-0.8774	0.378908	-0.804	0.3155
-0.4879	0.380014	-1.0031	0.331691	-0.9372	0.317819
-0.6401	0.388459	-1.0667	0.212113	-1.0627	0.318834
-0.7496	0.315677	-1.0573	0.0608574	-1.1264	0.198951
-0.7551	0.101712	-0.9713	-0.107409	-1.1136	0.0389922
-0.6884	-0.05447	-0.8889	-0.10707	-1.0285	-0.120993
-0.5749	-0.163495	-0.8556	-0.0053892	-0.9485	-0.117986
-0.4758	-0.142768	-1.0244	0.44235	-0.943	0.0396902
-0.5268	0.181196	-1.1585	0.389048	-1.1231	0.453308
-0.6857	0.430282	-1.2759	0.371893	-1.2935	0.455973
-0.8462	0.457133	-1.311	0.207208	-1.395	0.326253
-0.8962	0.235564	-1.2845	0.0785217	-1.4081	0.145002
-0.8675	0.0711875	-1.1986	-0.0529305	-1.3545	0.0012086
-0.7776	-0.0642325	-1.051	-0.19706	-1.2522	-0.110833
-0.651	-0.153239	-0.9461	-0.117139	-1.1278	-0.169915
-0.5138	-0.189394	-0.8298	-0.152546	-1.0017	-0.186614
-0.3643	-0.231343	-0.8575	0.155751	-0.8915	-0.164665
-0.2933	-0.0735465	-1.118	0.679245	-1.0557	0.43339
-0.5463	0.639945	-1.4335	0.836905	-1.4097	0.87727
-0.8963	0.890127	-1.6811	0.729071	-1.7361	0.86195
-1.2124	0.862931	-1.807	0.494029	-1.9703	0.700375
-1.4318	0.693348	-1.8029	0.225946	-2.0725	0.439584
-1.5192	0.434232	-1.6929	-0.0045651	-2.0289	0.132229
-1.504	0.224467	-1.7437	0.344442	-2.0366	0.244957
-1.4933	0.2401	-1.915	0.623793	-2.1208	0.419952
-1.6018	0.511449	-2.0282	0.521452	-2.2723	0.584007
-1.7611	0.646051	-2.0443	0.325606	-2.3506	0.444384
-1.841	0.498103	-1.9337	0.0520656	-2.3284	0.235327
-1.8125	0.276106	-1.7657	-0.0833373	-2.1836	-0.035142
-1.6882	0.068451	-1.5244	-0.26165	-2.0003	-0.133987
-1.5015	-0.0774855	-1.4672	0.122498	-1.7662	-0.265227
-1.2399	-0.259968	-1.6052	0.553793	-1.7891	0.280799
-1.1275	0.0455015	-1.7752	0.646719	-1.9724	0.64358
-1.2806	0.627827	-1.8833	0.535351	-2.1655	0.691663
-1.4324	0.650475	-1.8898	0.32844	-2.2404	0.456912
-1.5403	0.578934	-1.7773	0.0703719	-2.1842	0.179226
-1.5198	0.314433	-1.615	-0.0488391	-2.0439	-0.010132
-1.3743	0.0413445	-1.386	-0.212231	-1.775	-0.30891
-1.1477	-0.150419	-1.1566	-0.237129	-1.5693	-0.197735
-0.9397	-0.13162	-1.0123	-0.0726984	-1.3861	-0.169697
-0.7457	-0.121772	-1.0033	0.213362	-1.3778	0.199352
-0.5828	-0.073096	-1.022	0.276841	-1.4098	0.290642
-0.5595	0.220066	-1.0109	0.215962	-1.4143	0.236261
-0.5464	0.242646	-0.9548	0.117595	-1.3555	0.0989856
-0.5024	0.174988	-0.8124	-0.0782862	-1.2593	0.0114202
-0.4214	0.0896745	-0.678	-0.0755802	-1.1075	-0.121341
-0.2795	-0.053846	-0.545	-0.0869652	-0.9669	-0.112759
-0.1348	-0.076416	-0.4603	0.0056817	-0.8581	-0.0573188
0.0676	-0.222212	-0.471	0.208719	-0.8751	0.210651
0.1062	0.116605	-0.4788	0.205001	-0.8975	0.226474
0.091	0.230954	-0.4549	0.136928	-0.8848	0.15301
0.0886	0.203919	-0.3762	0.0135324	-0.7994	-0.0083092
0.1362	0.092526	-0.2524	-0.0952764	-0.722	0.0006468
0.2162	0.013805	-0.1086	-0.154207	-0.5916	-0.125118
0.3199	-0.0500085	-0.0568	0.0329478	-0.4928	-0.0696284
0.4609	-0.147563	0.0541	-0.104633	-0.4323	0.0044062
0.5749	-0.107417	0.0952	0.0367299	-0.3904	0.039219
0.6202	0.0283155	0.1257	0.0549528	-0.3546	0.0484422
0.653	0.0473645	0.1597	0.0430437	-0.3117	0.0290076
0.6843	0.043337	0.1997	0.0250446	-0.2464	-0.0253756
0.7288	0.006633	0.2614	-0.0287136	-0.1672	-0.0637352
0.7761	-0.0088035	0.3351	-0.0637629	-0.0981	-0.050621
0.8397	-0.054864	0.3981	-0.0500472	-0.0325	-0.051078
0.9068	-0.0748	0.4682	-0.0747738	0.0278	-0.0472396
0.9591	-0.0547915	0.5303	-0.0670167	0.0933	-0.0662062
1.0036	-0.0487695	0.573	-0.0331197	0.1509	-0.05683
1.0413	-0.04422	0.6122	-0.0323103	0.1904	-0.0239408
1.0784	-0.052804	0.6381	-0.0094026	0.2221	-0.011809
1.0987	-0.0254535	0.6568	0.001503	0.2543	-0.0172316
1.1216	-0.0392695	0.6663	0.0176841	0.2732	0.007884
1.1336	-0.0234875	0.6818	0.0011787	0.2894	0.0110312
1.1352	-0.0075155	0.6944	0.0036735	0.3124	-0.0066336
1.1312	-0.0009315	0.7179	-0.0241902	0.3364	-0.0122864
1.1277	-0.0072	0.7415	-0.0294567	0.3634	-0.0225532
1.1257	-0.0157385	0.7716	-0.0490335	0.3923	-0.0307958
1.1259	-0.026012	0.8004	-0.0521607	0.4218	-0.0364394
1.1271	-0.0338915	0.8207	-0.0392088	0.4557	-0.0506588
1.1278	-0.0385645	0.8354	-0.031719	0.4857	-0.0470402
1.126	-0.0387285	0.8449	-0.0244737	0.5054	-0.028785
1.1195	-0.033676	0.8503	-0.0190626	0.5194	-0.0195338
1.1073	-0.0257785	0.8773	-0.0702945	0.5314	-0.0178366
1.093	-0.0251175	0.9306	-0.134712	0.5673	-0.0734692
1.079	-0.0294625	1.0088	-0.199413	0.6215	-0.119646
1.108	-0.128783	1.0534	-0.137365	0.7068	-0.196606
1.1462	-0.158417	1.0662	-0.0753195	0.7596	-0.136211
1.1876	-0.176043	1.0442	-0.0027321	0.784	-0.081067
1.1946	-0.110617	1.0035	0.0384114	0.7768	-0.0153966
1.1714	-0.0502695	0.9541	0.0597471	0.7488	0.0301458
1.1234	0.0019535	0.9085	0.0545136	0.7099	0.056284
1.0444	0.0713115	0.8733	0.0342777	0.6706	0.0604988
0.9713	0.062837	0.851	0.0073107	0.6389	0.047065
0.9053	0.0513205	0.8397	-0.0169524	0.6194	0.0225462
0.8526	0.0254515	0.8397	-0.0432015	0.6128	-0.0049774
0.8137	-0.002929	0.8439	-0.0550572	0.6175	-0.0305064
0.7823	-0.0188225	0.8471	-0.0558825	0.6324	-0.0549792
0.7642	-0.0484015	0.8457	-0.0485916	0.6472	-0.0578396
0.7493	-0.05708	0.8378	-0.036507	0.6592	-0.054718
0.7362	-0.062969	0.8231	-0.0229323	0.6657	-0.0452794
0.7153	-0.0476575	0.8024	-0.0102555	0.6619	-0.0245172
0.6871	-0.032379	0.7772	-0.0001131	0.6516	-0.0109344
0.6516	-0.016047	0.7543	-0.004458	0.6374	-0.0023152
0.6021	0.0162825	0.8287	-0.220202	0.6323	-0.0220778
0.5669	-0.012358	1.0102	-0.469923	0.7145	-0.216701
0.5362	-0.020805	1.1626	-0.430589	0.9051	-0.469023
0.6108	-0.253941	1.2452	-0.297656	1.0986	-0.50053
0.7754	-0.46657	1.2401	-0.116594	1.1773	-0.271249
0.9045	-0.412034	1.1629	0.0405909	1.1574	-0.0641156
0.9602	-0.26938	1.037	0.154858	1.0577	0.113313
0.9283	-0.086233	0.8949	0.203245	0.9165	0.215574
0.8252	0.071533	0.7661	0.188473	0.7734	0.235189
0.6492	0.242497	0.7198	0.0186195	0.6428	0.223326
0.4978	0.206516	0.8912	-0.461792	0.7005	-0.180429
0.3791	0.150195	1.1121	-0.595586	0.9404	-0.593718
0.4001	-0.147696	1.298	-0.548288	1.1909	-0.64842
0.6047	-0.560831	1.389	-0.364085	1.3827	-0.550931
0.8086	-0.587872	1.3721	-0.139584	1.4649	-0.333565
0.9433	-0.463433	1.2674	0.0535581	1.4353	-0.0981038
0.973	-0.251362	1.1114	0.176674	1.3222	0.0881738
0.9079	-0.0490095	0.9414	0.22365	1.1708	0.18443
0.7728	0.110339	0.7876	0.205723	0.9846	0.277885
0.6035	0.199457	0.6682	0.145806	0.857	0.168423
0.434	0.218047	0.5886	0.0700125	0.7725	0.086508
0.2892	0.182107	0.5455	-0.003102	0.7306	0.0006148
0.1821	0.114879	0.5932	-0.201286	0.7186	-0.0621724
0.1138	0.0410255	0.9645	-0.928295	0.9263	-0.550319
0.0751	-0.016866	1.5315	-1.4119	1.4252	-1.22456
0.2853	-0.566206	2.0453	-1.36797	1.9737	-1.39848
0.833	-1.34485	2.4385	-1.16921	2.4133	-1.22737
1.3891	-1.43616	2.6746	-0.875657	2.7048	-0.956753
1.8395	-1.27744	2.7342	-0.520361	2.825	-0.617097
2.1462	-1.0232	2.6322	-0.176658	2.7379	-0.176791
2.2808	-0.68935	2.418	0.077412	2.4696	0.230986
2.2387	-0.324421	2.1548	0.205432	2.1835	0.298331
1.9571	0.202536	1.8337	0.360052	1.8976	0.328424
1.6715	0.23685	1.5904	0.221097	1.6481	0.278628
1.3839	0.268643	1.3994	0.129989	1.4462	0.200003
1.1246	0.234705	1.2518	0.0528057	1.291	0.117975
0.9018	0.180283	1.1296	0.0107409	1.1694	0.0596684
0.7167	0.119741	1.0271	-0.0214104	1.0776	0.0059492
0.5366	0.12817	0.9354	-0.0358926	1.0067	-0.0314462
0.4143	0.0193945	0.8486	-0.0383124	0.9462	-0.0479186
0.3191	-0.027687	0.8718	-0.274712	0.9179	-0.113978
0.2381	-0.0489775	1.2139	-0.989096	1.1261	-0.637865
0.2539	-0.255423	1.5765	-1.08039	1.5387	-1.11969
0.6486	-1.10172	1.968	-1.19396	1.9956	-1.27154
1.1241	-1.33408	2.3077	-1.13287	2.3362	-1.07286
1.5155	-1.21202	2.3684	-0.561357	2.537	-0.808448
1.7831	-0.993063	2.2771	-0.238033	2.5782	-0.483388
1.9015	-0.703459	2.0965	-0.0351201	2.4851	-0.195156
1.8832	-0.423609	1.8789	0.0630552	2.266	0.0912038
1.7554	-0.1871	1.6563	0.0952983	2.047	0.11318
1.5551	-0.0185895	1.4415	0.10037	1.8368	0.11625
1.3193	0.07766	1.1995	0.182931	1.6057	0.184661
1.0259	0.228698	1.0133	0.0850554	1.4307	0.0849894
0.7901	0.132084	0.852	0.0495654	1.2816	0.0459282
0.58	0.100426	0.7078	0.028836	1.1514	0.0195594
0.3946	0.068831	0.5501	0.0744597	1.0315	0.0102544
0.2257	0.0533205	0.4282	0.0126231	0.9191	0.0061542
0.041	0.10846	0.3189	-0.0016776	0.7915	0.0518032
-0.1002	0.0345545	0.2171	-0.0058629	0.6905	0.0066822
-0.225	0.0162155	0.1488	-0.0684633	0.5995	-0.0045968
-0.3367	0.003793	0.204	-0.335049	0.5914	-0.178898
-0.4324	-0.016161	0.3436	-0.530072	0.7007	-0.439955
-0.3938	-0.300854	0.4404	-0.453129	0.8449	-0.532239
-0.2218	-0.600525	0.4654	-0.306745	0.9357	-0.432866
-0.1068	-0.494091	0.4017	-0.114037	0.932	-0.235836
-0.0672	-0.340167	0.292	-0.0051486	0.8486	-0.0601554
-0.1259	-0.126063	0.1591	0.0590421	0.7206	0.0474234
-0.2347	-0.006624	0.019	0.0909171	0.5459	0.165366
-0.3672	0.060882	-0.1402	0.150552	0.3792	0.167811
-0.5067	0.0948555	-0.259	0.0807447	0.2657	0.0691798
-0.6667	0.160439	-0.3505	0.0354462	0.1635	0.0573868
-0.7869	0.0952175	-0.2421	-0.396626	0.1953	-0.22822
-0.8811	0.056327	-0.0631	-0.566176	0.3931	-0.601342
-0.7642	-0.39719	0.1025	-0.558216	0.5409	-0.51516
-0.5471	-0.630926	0.1504	-0.317245	0.612	-0.363846
-0.3968	-0.506699	0.1129	-0.133744	0.5921	-0.171542
-0.3284	-0.341274	-0.0092	0.058596	0.5126	-0.0378672
-0.3485	-0.15127	-0.1449	0.103875	0.3826	0.0830176
-0.4443	0.0214175	-0.3068	0.179243	0.266	0.0683376
-0.5522	0.0625365	-0.4262	0.1056	0.1349	0.11425
-0.6591	0.07656	-0.5378	0.104225	0.0376	0.0548706
-0.7584	0.076308	-0.606	0.0230871	-0.0585	0.0639996
-0.8629	0.104083	-0.663	0.0083961	-0.1347	0.031623
-0.9364	0.0524845	-0.6963	-0.035289	-0.185	-0.016361
-1.0033	0.051669	-0.7231	-0.0435537	-0.225	-0.032741
-1.0449	0.0087555	-0.7549	-0.026973	-0.268	-0.020745
-1.0803	0.005385	-0.7837	-0.0274659	-0.3044	-0.0296282
-1.1054	-0.007706	-0.7413	-0.17985	-0.3315	-0.0452432
-1.1186	-0.025519	-0.5433	-0.52874	-0.2368	-0.311914
-1.0843	-0.123963	-0.3364	-0.571249	0.012	-0.665404
-0.8836	-0.493069	-0.2027	-0.432965	0.187	-0.531798
-0.6511	-0.584494	-0.1626	-0.240729	0.2772	-0.365096
-0.4728	-0.489706	-0.2095	-0.0517725	0.2574	-0.132235
-0.3703	-0.340974	-0.2989	0.0491022	0.1777	0.0027638
-0.3789	-0.104738	-0.4028	0.0932286	0.0486	0.121899
