CTE-0.12-0.005-2.1	SteerValue-0.12-0.005-2.1	CTE-0.12-0.005-2	SteerValue-0.12-0.005-2	CTE-0.12-0.005-1.8	SteerValue-0.12-0.005-1.8
-0.1568	0.0180145	-0.2343	0.004426	-0.3197	-0.0143545
-0.1829	0.015971	-0.2495	0.0008975	-0.3176	-0.0205785
-0.2072	0.016143	-0.2623	-0.001055	-0.3138	-0.0225255
-0.2228	0.000859	-0.2674	-0.014506	-0.3091	-0.023164
-0.2282	-0.018772	-0.2703	-0.0172065	-0.3037	-0.0235535
-0.227	-0.031641	-0.2692	-0.0239925	-0.2987	-0.02194
-0.2212	-0.040891	-0.266	-0.0272465	-0.2963	-0.0160665
-0.2154	-0.04051	-0.2633	-0.025254	-0.2949	-0.01296
-0.2132	-0.032148	-0.2614	-0.022575	-0.2941	-0.0105055
-0.2148	-0.022902	-0.2617	-0.0168305	-0.2929	-0.009905
-0.2231	-0.0067205	-0.2636	-0.0120845	-0.2902	-0.011478
-0.2317	-0.0039	-0.2672	-0.0069165	-0.2856	-0.014022
-0.2417	0.0014485	-0.2693	-0.008318	-0.2788	-0.017404
-0.2491	-0.001878	-0.2699	-0.0098965	-0.2702	-0.020325
-0.252	-0.00972	-0.2683	-0.013147	-0.2607	-0.0217815
-0.2509	-0.0169975	-0.2629	-0.0200805	-0.251	-0.0220505
-0.2457	-0.025003	-0.2585	-0.017316	-0.2418	-0.0210455
-0.2398	-0.025982	-0.25	-0.025286	-0.2339	-0.018484
-0.2326	-0.028413	-0.2434	-0.021061	-0.2271	-0.0161845
-0.2267	-0.0252575	-0.2354	-0.023644	-0.2212	-0.0141665
-0.2238	-0.0181865	-0.2298	-0.018367	-0.2154	-0.0136055
-0.2226	-0.0136475	-0.2259	-0.0143055	-0.2444	0.0537365
-0.223	-0.0091245	-0.2236	-0.0102635	-0.505	0.504413
-0.2232	-0.0084045	-0.2208	-0.0104955	-0.2809	-0.393534
-0.2222	-0.0099335	-0.2159	-0.014204	-0.0192	-0.492522
-0.2188	-0.0142875	-0.2096	-0.016712	0.1228	-0.294716
-0.2128	-0.0194035	-0.2378	0.056861	0.1543	-0.100367
-0.2034	-0.0266545	-0.4987	0.556062	0.0784	0.101668
-0.1961	-0.02214	-0.4618	-0.0416565	-0.0594	0.229922
-0.1885	-0.0227395	0.0284	-1	-0.1971	0.247251
-0.2788	0.195081	0.258	-0.514865	-0.2867	0.172857
-0.6326	0.79405	0.4256	-0.413104	-0.3066	0.0513175
-0.0593	-1	0.5193	-0.279145	-0.272	-0.0495745
0.1381	-0.456348	0.4903	-0.0327165	-0.189	-0.14571
0.3256	-0.459686	0.3634	0.176494	-0.1082	-0.150904
0.5861	-0.647177	0.1656	0.341202	-0.0222	-0.170474
0.6886	-0.33112	0.0653	0.157912	0.0459	-0.146655
0.6598	-0.055233	-0.0214	0.141223	0.064	-0.059147
0.5111	0.211846	-0.0374	0.00193	0.0203	0.0572355
0.3159	0.33134	0.0114	-0.133583	-0.0522	0.118037
0.1243	0.346151	0.087	-0.19669	-0.1118	0.102527
0.0516	0.104927	0.177	-0.237175	-0.1275	0.026029
0.0499	-0.044219	0.202	-0.111185	0.0217	-0.288804
0.104	-0.168411	0.194	-0.045195	0.1759	-0.317187
0.1732	-0.209291	0.1458	0.04026	0.2842	-0.248984
0.2436	-0.221477	0.0596	0.126306	0.3079	-0.101087
0.2653	-0.123137	0.104	-0.140742	0.2621	0.028198
0.2265	0.007436	0.0451	0.0727005	0.1535	0.153503
0.1284	0.143096	0.1008	-0.163688	0.0223	0.209815
0.0366	0.140699	0.1815	-0.224279	-0.0734	0.157766
0.1036	-0.201339	0.2241	-0.154312	-0.1378	0.109843
0.0541	0.0489805	0.2248	-0.0717195	-0.1412	0.001157
0.1555	-0.280855	0.1732	0.0382065	0.0092	-0.293777
0.2235	-0.219992	0.0724	0.14834	0.2501	-0.486835
0.2691	-0.17977	-0.0057	0.112341	0.4467	-0.432921
0.2539	-0.0515355	-0.0747	0.102794	0.5264	-0.234697
0.1862	0.0659075	-0.1067	0.033168	0.4731	0.0087335
0.0898	0.137297	-0.0606	-0.128261	0.2854	0.271751
-0.0156	0.168923	0.1269	-0.434196	0.1435	0.205621
-0.0573	0.040443	0.3137	-0.45678	-0.0409	0.304453
-0.0811	0.0061145	0.4042	-0.277061	-0.1517	0.186028
-0.08	-0.0459075	0.3972	-0.083207	-0.2152	0.109584
-0.0054	-0.209182	0.2579	0.196819	-0.1977	-0.0373275
0.1983	-0.505728	0.0842	0.286043	-0.045	-0.298787
0.3133	-0.334824	-0.0698	0.265471	0.3051	-0.697644
0.3513	-0.179441	-0.1554	0.139721	0.5208	-0.484212
0.3165	-0.0239675	-0.1607	-0.01944	0.6421	-0.332058
0.2074	0.144118	-0.1007	-0.156737	0.6611	-0.153504
0.0668	0.226806	-0.0705	-0.100408	0.601	-0.006917
-0.0441	0.177964	0.276	-0.775968	0.7522	-0.409162
-0.1312	0.139092	0.5305	-0.62516	0.8659	-0.359636
-0.161	0.023143	0.6621	-0.398463	0.9226	-0.268452
-0.14	-0.085357	0.6747	-0.165348	0.8678	-0.0655155
-0.0887	-0.154699	0.5899	0.036678	0.6866	0.180316
0.0126	-0.271918	0.516	0.021166	0.4759	0.25632
0.2009	-0.478219	0.6679	-0.452002	0.2781	0.255445
0.3672	-0.453811	0.7862	-0.402928	0.4924	-0.514512
0.4133	-0.208989	0.8083	-0.217222	0.8114	-0.74531
0.37	-0.0179035	0.7055	0.0413865	1.1329	-0.794054
0.216	0.231967	0.4926	0.284672	1.2534	-0.452981
0.2951	-0.268511	0.3303	0.201296	1.2933	-0.319155
0.499	-0.557554	0.2165	0.116869	1.5666	-0.779905
0.6622	-0.494979	0.43	-0.5655	1.7194	-0.589938
0.6943	-0.226992	0.8043	-0.936038	1.6817	-0.250922
0.562	0.131314	1.0699	-0.75586	1.3891	0.236064
0.3979	0.215796	1.1839	-0.472259	1.1228	0.215066
0.2033	0.302182	1.1628	-0.205341	0.725	0.495878
0.1245	0.067835	1.3508	-0.652855	0.5493	0.114435
0.3285	-0.552168	1.5556	-0.718809	0.6921	-0.479462
0.6243	-0.783565	1.5994	-0.410062	0.9367	-0.696737
0.8767	-0.727097	1.457	-0.027859	1.1508	-0.673283
0.9799	-0.43106	1.2089	0.207268	1.241	-0.467292
0.9674	-0.191427	0.9402	0.276012	1.1656	-0.165992
1.0983	-0.513767	0.7118	0.219261	0.9658	0.077075
1.2768	-0.64153	0.6522	-0.114449	0.8526	-0.069484
1.3545	-0.445947	0.888	-0.737985	0.8919	-0.35316
1.2604	-0.080177	1.1217	-0.767437	0.9313	-0.362724
1.0542	0.174706	1.2423	-0.561921	0.9071	-0.249876
0.7683	0.372543	1.211	-0.26042	0.8102	-0.111439
0.5476	0.259369	1.0292	0.0572505	0.661	-0.0026995
0.5777	-0.273812	0.8214	0.130079	0.4873	0.059808
0.826	-0.765958	0.7844	-0.211002	0.3419	0.0246065
1.0777	-0.808691	0.8236	-0.372225	0.1772	0.0782245
1.1739	-0.499554	0.8274	-0.306018	0.0773	-0.026814
1.0802	-0.094921	0.7722	-0.185254	0.1484	-0.343888
0.9257	0.0466705	0.6453	-0.029853	0.2698	-0.450345
0.7039	0.211097	0.4731	0.0790455	0.327	-0.343284
0.6637	-0.168757	0.2902	0.120943	0.3004	-0.190754
0.7337	-0.412246	0.1206	0.114092	0.1986	-0.044171
0.7861	-0.385504	0.0018	0.0267385	0.0842	-0.008184
0.775	-0.254697	0.118	-0.457796	-0.0929	0.126392
0.6883	-0.088975	0.285	-0.580861	-0.2208	0.0542845
0.5498	0.033676	0.3984	-0.489261	-0.3719	0.116036
0.3862	0.104087	0.3818	-0.229178	-0.4411	-0.0208745
0.2279	0.110814	0.3101	-0.111924	-0.4758	-0.0764315
0.0872	0.0903015	0.1583	0.0657005	-0.51	-0.0706775
0.1089	-0.253887	0.0129	0.070284	-0.5541	-0.044795
0.265	-0.556184	-0.1572	0.140882	-0.5991	-0.0347795
0.36	-0.441074	-0.2872	0.077718	-0.6495	-0.015764
0.3786	-0.284759	-0.4029	0.0650165	-0.7145	0.0218885
0.3242	-0.126552	-0.4556	-0.0523815	-0.7813	0.037051
0.2064	0.019692	-0.5029	-0.054991	-0.8328	0.019855
0.0305	0.162658	-0.543	-0.061864	-0.879	0.020254
-0.069	0.0145025	-0.588	-0.043724	-0.8114	-0.188641
-0.1753	0.042415	-0.6498	0.000541	-0.684	-0.308149
-0.2894	0.073934	-0.7068	0.001315	-0.5976	-0.241729
-0.3694	0.013771	-0.7639	0.0121865	-0.5551	-0.165034
-0.4132	-0.054927	-0.8294	0.0409935	-0.5535	-0.088838
-0.4419	-0.0809835	-0.8802	0.0220905	-0.5911	-0.0108105
-0.479	-0.0564965	0.8847	-1	-0.6429	0.02418
-0.5271	-0.024989	-0.7808	1	-0.7143	0.0715995
-0.5744	-0.018121	-0.7258	-0.204928	-0.7719	0.057531
-0.6351	0.0204785	-0.7132	-0.118074	-0.8203	0.0508805
-0.6968	0.0334665	-0.7206	-0.073583	-0.8624	0.0489045
-0.7445	0.013513	-0.7582	-0.00488	-0.8844	0.0197865
-0.7784	-0.007507	-0.8019	0.0165735	-0.894	0.0030885
-0.6777	-0.298862	-0.8561	0.048358	-0.8936	-0.0104915
-0.5739	-0.314959	-0.9057	0.0496385	-0.8843	-0.023206
-0.5059	-0.245409	-0.9383	0.024242	-0.8719	-0.0259145
-0.4876	-0.140798	-0.9611	0.0121835	-0.8579	-0.026185
-0.5298	-0.0060345	-0.9757	0.002414	-0.8414	-0.028458
-0.5947	0.052397	-0.9855	-0.0010825	-0.8287	-0.0189985
-0.6799	0.10865	-0.989	-0.0083175	-0.8178	-0.0129775
-0.757	0.104678	-0.9885	-0.011435	-0.8059	-0.012176
-0.8113	0.06737	-0.9863	-0.0101675	-0.7963	-0.0052065
-0.8379	0.0165815	-0.9819	-0.010186	-0.7842	-0.0072375
-0.8417	-0.026634	-0.9759	-0.0092265	-0.77	-0.0088715
-0.8359	-0.0433105	-0.9666	-0.0121095	-0.7561	-0.006219
-0.8271	-0.046531	-0.957	-0.0090765	-0.7371	-0.0139935
-0.8193	-0.0412705	-0.9462	-0.0080415	-0.7225	-0.004213
-0.8139	-0.032809	-0.9311	-0.013798	-0.6974	-0.022638
-0.8132	-0.018957	-0.914	-0.01528	-0.6654	-0.035571
-0.8153	-0.0087485	-0.8989	-0.0085975	-0.6332	-0.036629
-0.8194	4.05E-05	-0.8836	-0.0064155	-0.6026	-0.034408
-0.8226	0.0026475	-0.8676	-0.0053975	-0.5749	-0.0296375
-0.824	0.0031555	-0.8501	-0.006247	-0.5503	-0.024258
-0.8213	-0.001672	-0.8308	-0.008009	-0.5285	-0.0191915
-0.8155	-0.0048005	-0.8093	-0.0109425	-0.5087	-0.015424
-0.8066	-0.0083455	-0.7888	-0.0074585	-0.4903	-0.0126605
-0.7949	-0.011655	-0.7523	-0.040077	-0.4688	-0.0184765
-0.7778	-0.021158	-0.7089	-0.0555405	-0.4542	-0.0055375
-0.7614	-0.017849	-0.6743	-0.038721	-0.436	-0.0120215
-0.7447	-0.0167595	-0.6451	-0.0281995	-0.4167	-0.014234
-0.7205	-0.031811	-0.6205	-0.018849	-0.3961	-0.0170655
-0.6878	-0.050146	-0.599	-0.012234	-0.37	-0.0282475
-0.657	-0.046567	-0.575	-0.017239	-0.3522	-0.0136825
-0.6403	-0.0157595	-0.5552	-0.008439	-0.3306	-0.0214615
-0.6242	-0.0133105	-0.5356	-0.007713	-0.3093	-0.021931
-0.6108	-0.0061945	-0.5153	-0.0089725	-0.2881	-0.0228545
-0.5978	-0.0039255	-0.4935	-0.012121	-0.2637	-0.030224
-0.5811	-0.010794	-0.4702	-0.015566	-0.2541	-0.0034655
-0.5652	-0.008196	-0.4456	-0.01889	-0.3167	0.13559
-0.548	-0.01025	-0.4202	-0.021437	-0.4863	0.350973
-0.5291	-0.0134425	-0.3945	-0.0231485	-0.6325	0.32956
-0.5085	-0.016942	-0.369	-0.0239635	-0.7164	0.23107
-0.4864	-0.020312	-0.3443	-0.023606	-0.7287	0.107309
-0.4636	-0.0222	-0.3205	-0.0230595	-0.6803	-0.004357
-0.4405	-0.0233995	-0.2978	-0.0220945	-0.5902	-0.087278
-0.4178	-0.0231945	-0.2763	-0.020893	-0.5627	0.0249155
-0.3957	-0.022608	-0.2752	0.021151	-0.724	0.387731
-0.3747	-0.0209445	-0.3446	0.172202	-0.8468	0.337401
-0.3547	-0.019471	-0.505	0.375975	-0.9593	0.337158
-0.3331	-0.0237575	-0.6421	0.349038	-0.9753	0.170254
-0.4022	0.177016	-0.7193	0.242098	-0.9464	0.0906985
-0.5197	0.295354	-0.7221	0.0972445	-0.8838	0.0269455
-0.6306	0.297955	-0.6622	-0.0320325	-0.7696	-0.0757905
-0.7205	0.268246	-0.5612	-0.123546	-0.6016	-0.189783
-0.7452	0.138015	-0.4873	-0.075778	-0.464	-0.149255
-0.7039	-0.002021	-0.6172	0.350496	-0.6088	0.379485
-0.6095	-0.121811	-0.7483	0.37237	-0.9352	0.750209
-0.4987	-0.167054	-0.8875	0.409711	-1.2141	0.704248
-0.6346	0.370497	-0.9202	0.205236	-1.3869	0.540938
-0.8306	0.52438	-0.8998	0.101087	-1.4271	0.314218
-0.9289	0.33565	-0.8247	-0.0132015	-1.3814	0.161021
-0.9382	0.154558	-0.7388	-0.0414155	-1.3514	0.192438
-0.9065	0.069186	-0.6414	-0.0728965	-1.5188	0.57544
-0.8159	-0.0612965	-0.5138	-0.146039	-1.6886	0.608579
-0.6876	-0.152424	-0.3865	-0.158783	-1.7646	0.457682
-0.5441	-0.198844	-0.5219	0.385475	-1.717	0.238075
-0.4091	-0.195148	-0.7711	0.646834	-1.5237	-0.0397625
-0.5145	0.324912	-1.0952	0.841002	-1.2335	-0.242839
-0.8593	0.873325	-1.2046	0.430753	-1.0719	-0.0253915
-1.1841	0.876221	-1.2806	0.379476	-1.1881	0.494533
-1.4216	0.728499	-1.2595	0.189042	-1.3035	0.513459
-1.5185	0.45246	-1.2223	0.158489	-1.3549	0.411201
-1.5171	0.253447	-1.281	0.363738	-1.2952	0.210533
-1.4772	0.175195	-1.4858	0.687943	-1.1544	0.053429
-1.6323	0.611469	-1.5868	0.500397	-0.959	-0.063504
-1.7799	0.62233	-1.5859	0.304419	-0.6892	-0.226354
-1.8293	0.431184	-1.4894	0.109085	-0.4284	-0.239308
-1.7639	0.191076	-1.3254	-0.0389675	-0.3573	0.0954065
-1.552	-0.134242	-1.0848	-0.215615	-0.3356	0.1834
-1.3075	-0.225504	-1.032	0.158809	-0.3034	0.162153
-1.0659	-0.243077	-1.1866	0.598094	-0.2566	0.13154
-1.1236	0.397995	-1.3595	0.662239	-0.149	0.0099335
-1.3094	0.695848	-1.4211	0.454137	-0.0284	-0.0277965
-1.4495	0.623938	-1.3555	0.198642	0.1347	-0.124542
-1.4296	0.292697	-1.1699	-0.0577805	0.1786	0.083857
-1.3049	0.064178	-0.9707	-0.104031	0.1772	0.164679
-1.1198	-0.079275	-0.7697	-0.127902	0.1847	0.146835
-0.9071	-0.158223	-0.5767	-0.132179	0.2339	0.064702
-0.6928	-0.183836	-0.435	-0.044408	0.3091	0.0073325
-0.4883	-0.185354	-0.4035	0.17423	0.4292	-0.0900455
-0.4515	0.164658	-0.3865	0.203122	0.5577	-0.123374
-0.4542	0.250203	-0.3445	0.149804	0.5962	0.031025
-0.4415	0.218546	-0.2495	0.033652	0.6251	0.0417115
-0.3884	0.129276	-0.1368	-0.014588	0.6565	0.030161
-0.2949	0.0346905	-0.0075	-0.0632665	0.693	0.013136
-0.1705	-0.044275	0.1551	-0.150154	0.7482	-0.030889
-0.0005	-0.160433	0.2296	0.015958	0.8126	-0.05924
0.0628	0.0557275	0.2226	0.178685	0.8675	-0.0530655
0.0637	0.186341	0.2157	0.178235	0.9275	-0.074083
0.0704	0.173005	0.2321	0.128506	0.9784	-0.068703
0.1045	0.110851	0.2947	0.0271205	1.0106	-0.04396
0.1894	-0.0069645	0.3771	-0.024253	1.0359	-0.0397555
0.3118	-0.101962	0.4965	-0.115063	1.0484	-0.0234575
0.4488	-0.151305	0.6078	-0.115258	1.0537	-0.016402
0.5435	-0.076557	0.6392	0.0375775	1.0458	0.003077
0.5657	0.0702005	0.658	0.0572315	1.0349	0.0046105
0.5759	0.091297	0.6764	0.0524415	1.0252	-0.0015115
0.5889	0.0809125	0.7061	0.022747	1.0175	-0.009275
0.6283	0.017603	0.747	-0.008296	1.0144	-0.022255
0.6925	-0.0456435	0.7961	-0.0345685	1.0135	-0.0311745
0.7577	-0.059356	0.8603	-0.076774	1.0133	-0.037477
0.8373	-0.103334	0.9337	-0.10865	1.0111	-0.0386685
0.91	-0.102118	0.9782	-0.0610815	1.0062	-0.0382515
0.9578	-0.0603535	1.0102	-0.0449725	0.9953	-0.03112
0.9965	-0.05087	1.0356	-0.0399985	0.9814	-0.028959
1.0175	-0.0213075	1.0487	-0.022214	0.9753	-0.0471435
1.0322	-0.0150025	1.0559	-0.0165575	1.0011	-0.112665
1.0385	-0.003311	1.0575	-0.010837	1.0559	-0.176721
1.0367	0.0087315	1.0484	0.006413	1.0856	-0.140532
1.0313	0.011783	1.0392	0.002521	1.087	-0.0951955
1.0303	-0.0024885	1.0326	-0.00705	1.06	-0.0461355
1.0344	-0.0188625	1.029	-0.017763	1.0106	-0.0049405
1.044	-0.0367845	1.0287	-0.0294705	0.9327	0.051044
1.0536	-0.0432045	1.0292	-0.0362765	0.8613	0.0436055
1.062	-0.0470025	1.0291	-0.04021	0.7822	0.0630465
1.0676	-0.0471325	1.0258	-0.038543	0.7275	0.022053
1.0669	-0.039153	1.019	-0.035822	0.6869	-0.0018895
1.0586	-0.02749	1.0055	-0.0258295	0.6579	-0.022579
1.0429	-0.0152805	0.9897	-0.024282	0.6333	-0.0307135
1.0297	-0.024095	0.967	-0.012593	0.6198	-0.0521725
1.0414	-0.082996	0.98	-0.090453	0.6002	-0.0418415
1.0842	-0.158863	1.0319	-0.179641	0.5801	-0.04143
1.1292	-0.174529	1.071	-0.164087	0.5556	-0.033348
1.1533	-0.139297	1.0859	-0.122905	0.5261	-0.0234385
1.1479	-0.082439	1.0652	-0.054547	0.492	-0.0135265
1.1049	-0.0038435	1.0175	8.95E-05	0.4971	-0.087184
1.0461	0.031162	0.9517	0.039427	0.5992	-0.277032
0.9663	0.0800065	0.8652	0.086881	0.7643	-0.414066
0.9026	0.0493275	0.7988	0.050655	0.8919	-0.366337
0.8521	0.023407	0.7386	0.041786	0.9476	-0.248339
0.8154	-0.005246	0.7041	-0.0089945	0.9043	-0.0694645
0.7892	-0.028098	0.683	-0.0366775	0.7919	0.064444
0.7695	-0.0432315	0.6704	-0.0555175	0.6382	0.154037
0.7526	-0.0508465	0.659	-0.0598445	0.4107	0.312123
0.7345	-0.049827	0.6439	-0.053852	0.34	0.0366675
0.7071	-0.0305445	0.6174	-0.030959	0.4724	-0.347163
0.6843	-0.04089	0.5875	-0.0235085	0.6713	-0.494087
0.6517	-0.0196565	0.5526	-0.0120835	0.8454	-0.474566
0.6065	0.009195	0.5147	-0.004109	0.9427	-0.352716
0.5738	-0.016	0.4759	-3.25E-05	0.9383	-0.173819
0.5499	-0.0343615	0.4982	-0.127399	0.8715	-0.0578405
0.6354	-0.277538	0.6486	-0.40489	0.7399	0.070892
0.8013	-0.470293	0.8025	-0.434371	0.5436	0.20819
0.9254	-0.402032	0.8923	-0.321408	0.378	0.170912
0.9662	-0.236829	0.8974	-0.157107	0.2403	0.136014
0.9016	-0.012245	0.8298	-0.0077445	0.1356	0.0885005
0.78	0.118147	0.7145	0.097919	0.0615	0.042005
0.6346	0.182402	0.5809	0.147647	0.2349	-0.425478
0.4972	0.179604	0.4534	0.148479	0.7648	-1
0.3875	0.13266	0.3634	0.0824625	1.2936	-1
0.4525	-0.244272	0.4753	-0.337142	1.7211	-1
0.6681	-0.589745	0.6833	-0.557719	2.005	-0.865712
0.8974	-0.650517	0.8688	-0.539322	2.1176	-0.581472
0.9882	-0.375505	0.9726	-0.393241	2.0708	-0.29929
0.984	-0.180421	0.972	-0.189229	1.9099	-0.0841515
0.8777	0.042357	0.8803	-0.000427	1.6812	0.0569265
0.714	0.178971	0.7281	0.135197	1.4228	0.13428
0.5381	0.223008	0.5504	0.204768	1.1024	0.278816
0.3534	0.261886	0.3788	0.211266	0.8459	0.190347
0.2377	0.129681	0.2351	0.171535	0.6242	0.15119
0.1708	0.034375	0.1296	0.107147	0.4403	0.103016
0.1446	-0.048674	0.0628	0.037449	0.2847	0.069325
0.2012	-0.230352	0.0613	-0.0932775	0.1554	0.036724
0.6144	-1	0.4351	-0.890909	0.0484	0.009182
1.1833	-1	1.0229	-1	0.1394	-0.358835
1.6716	-1	1.5671	-1	0.5746	-1
2.0267	-1	2.0023	-1	1.0665	-1
2.2153	-0.787801	2.3277	-1	1.3969	-0.955845
2.2253	-0.425067	2.4056	-0.582197	1.6978	-0.947342
2.0816	-0.095461	2.1562	0.09155	1.8551	-0.717014
1.8397	0.130589	1.8723	0.185257	1.8573	-0.447384
1.5613	0.23284	1.4898	0.420908	1.735	-0.217283
1.2841	0.257163	1.2465	0.165471	1.438	0.125627
0.986	0.331896	0.9871	0.223864	1.2342	-0.023848
0.7785	0.162643	0.76	0.182716	0.9325	0.183913
0.6211	0.0732155	0.5282	0.217291	0.6819	0.118596
0.4994	0.0103525	0.3706	0.0859495	0.4023	0.202336
0.404	-0.0354495	0.2695	-0.016266	0.192	0.101872
0.3228	-0.0571395	0.168	-0.004126	0.0098	0.0731075
0.2542	-0.0766385	0.1386	-0.145491	-0.1514	0.0554085
0.4176	-0.585535	0.4137	-0.789571	-0.3241	0.098453
0.7557	-0.996755	0.9716	-1	-0.4285	-0.0098165
1.2897	-1	1.358	-1	-0.5414	0.0217385
1.6036	-1	1.6228	-0.933825	-0.5571	-0.148552
1.7778	-0.798573	1.7428	-0.667339	-0.4179	-0.441987
1.7903	-0.469454	1.7194	-0.386329	-0.2848	-0.445555
1.6696	-0.183598	1.588	-0.1625	-0.2029	-0.362208
1.4643	0.0113765	1.3933	-0.019503	-0.191	-0.236681
1.1689	0.23019	1.1241	0.15618	-0.2533	-0.0943785
0.9182	0.161813	0.894	0.101123	-0.3491	-0.020837
0.6487	0.230389	0.6785	0.09439	-0.4882	0.076236
0.4162	0.178509	0.4397	0.167448	-0.6122	0.066997
0.2859	-0.021905	0.2553	0.079499	-0.7303	0.0742005
0.125	0.061038	0.0649	0.114023	-0.8563	0.107822
0.0234	-0.051417	-0.0727	0.025298	-0.7998	-0.223459
-0.1184	0.050611	-0.1925	0.0050365	-0.6355	-0.434038
-0.2546	0.056468	-0.3215	0.040524	-0.4839	-0.42695
-0.3586	0.003121	-0.4235	0.0008815	-0.3891	-0.334141
-0.4401	-0.0321485	-0.5013	-0.035676	-0.3634	-0.211028
-0.3418	-0.419816	-0.3791	-0.448444	-0.402	-0.0886455
-0.1868	-0.556552	-0.2115	-0.558299	-0.4997	0.031957
-0.0839	-0.45907	-0.1457	-0.361866	-0.6257	0.101145
-0.0653	-0.283946	-0.1361	-0.249938	-0.7354	0.0886465
-0.1278	-0.105497	-0.205	-0.083645	-0.833	0.0827435
-0.2355	0.003525	-0.3036	-0.010895	-0.9153	0.069656
-0.3898	0.12185	-0.4414	0.086248	-0.9827	0.0558375
-0.5218	0.093469	-0.5602	0.065305	-1.0449	0.059166
-0.6385	0.0785355	-0.6479	0.0168685	-1.0824	0.024618
-0.7404	0.0633855	-0.7476	0.0565705	-1.1069	0.0096925
-0.8188	0.0275375	-0.8537	0.086371	-1.1237	0.003467
-0.6979	-0.402011	-0.7465	-0.34936	-1.0619	-0.140119
-0.4911	-0.604761	-0.5782	-0.488865	-0.827	-0.475753
-0.3656	-0.447264	-0.4176	-0.490649	-0.5758	-0.532358
-0.3237	-0.275113	-0.361	-0.287636	-0.3796	-0.455004
-0.368	-0.086937	-0.386	-0.119506	-0.2573	-0.335373
-0.4832	0.078193	-0.4413	-0.050064	-0.24	-0.147249
-0.6046	0.108804	-0.5494	0.071255	-0.2809	-0.0361765
-0.7427	0.164159	-0.6514	0.074552	-0.3708	0.0646655
-0.8575	0.133293	-0.7484	0.079934	-0.4597	0.075832
-0.9258	0.048468	-0.8336	0.070726	-0.5593	0.10984
-0.9763	0.0220295	-0.9194	0.086819	-0.6305	0.070417
-1.0044	-0.0166165	-0.9768	0.041791	-0.7029	0.0847795
-1.0188	-0.0385645	-1.026	0.036425	-0.736	0.0216915
-1.0305	-0.037678	-1.0577	0.0105175	-0.7521	-0.003216
-1.043	-0.029283	-1.0741	-0.012744	-0.7556	-0.021698
-1.0577	-0.0176105	-1.0858	-0.015311	-0.7512	-0.03269
-0.9847	-0.205617	-1.0584	-0.091507	-0.7441	-0.0346815
-0.766	-0.534001	-0.8195	-0.539077	-0.7308	-0.0437835
-0.5517	-0.547719	-0.5754	-0.575892	-0.6107	-0.247382
-0.394	-0.445813	-0.3585	-0.545728	-0.3262	-0.575811
-0.3577	-0.19344	-0.2776	-0.282048	-0.1157	-0.467293
-0.4067	-0.0063965	-0.282	-0.10951	0.025	-0.358662
-0.4892	0.0762995	-0.3582	0.045025	0.0443	-0.142679
-0.5774	0.10174	-0.4463	0.0816285	-0.0305	0.0358295
-0.6734	0.133007	-0.5527	0.13376	-0.1524	0.135999
-0.7378	0.0780645	-0.6432	0.116036	-0.2351	0.076539
-0.7968	0.0777885	-0.6982	0.055127	-0.3245	0.100949
-0.8168	0.0023725	-0.7378	0.032768	-0.4119	0.109897
-0.8283	-0.009956	-0.7553	-0.0055555	-0.4671	0.0608965
-0.8266	-0.033747	-0.7627	-0.021054	-0.5068	0.0402945
-0.82	-0.040729	-0.7655	-0.0260905	-0.5227	0.001976
-0.8135	-0.0372315	-0.7658	-0.0272255	-0.5215	-0.0263405
-0.8106	-0.0259665	-0.766	-0.0235715	-0.509	-0.0456355
-0.8008	-0.0376285	-0.7668	-0.0184415	-0.4646	-0.106061
-0.6797	-0.282492	-0.7195	-0.11672	-0.312	-0.317573
-0.4075	-0.630429	-0.4781	-0.531497	-0.1203	-0.410355
-0.1726	-0.579423	-0.2573	-0.515507	0.0092	-0.313981
-0.0707	-0.311998	-0.0727	-0.464895	0.0443	-0.148495
-0.0767	-0.0843045	-0.012	-0.224319	0.0073	-0.014311
-0.1909	0.157574	-0.0609	0.001053	-0.0644	0.057075
-0.2771	0.110503	-0.1736	0.143045	-0.1698	0.131232
-0.3899	0.181849	-0.2774	0.139088	-0.2565	0.109258
-0.4743	0.134708	-0.3777	0.146013	-0.2957	0.029941
-0.5176	0.0561825	-0.4375	0.074376	-0.1948	-0.233373
-0.5345	0.005443	-0.4741	0.0347385	-0.0719	-0.287362
-0.527	-0.044062	-0.4953	0.008959	0.0243	-0.250967
-0.511	-0.061277	-0.4992	-0.022677	0.0555	-0.137989
-0.4902	-0.071402	-0.4934	-0.040306	0.0427	-0.057466
-0.4773	-0.0539735	-0.4827	-0.0489765	-0.0156	0.031508
-0.4639	-0.054312	-0.475	-0.0415255	-0.0828	0.056006
-0.3115	-0.362943	-0.4401	-0.097913	-0.0957	-0.0397075
-0.1359	-0.432055	-0.3002	-0.3232	-0.0773	-0.097869
-0.029	-0.300468	-0.1294	-0.404849	-0.0629	-0.0920825
-0.0202	-0.095413	-0.0222	-0.290402	-0.0607	-0.070083
-0.0566	0.004158	-0.0054	-0.111591	-0.0768	-0.034827
-0.1371	0.107113	-0.0436	0.003211	-0.1035	-0.0120255
-0.2257	0.135884	-0.1381	0.127842	-0.1282	-0.0120205
-0.2867	0.0866775	-0.212	0.0965695	-0.0556	-0.195595
